pressure_bin,temp_adjusted,psal_adjusted,juld,year,month,day,time,latitude,longitude,source_file
"(0, 50]",13.8,35.300198,2020-09-01 11:45:17.000001792,2020,9,1,11:45:17.000001,-38.22,116.9312,nodc_R1901302_273.nc
"(50, 100]",13.809799,35.300297,2020-09-01 11:45:17.000001792,2020,9,1,11:45:17.000001,-38.22,116.9312,nodc_R1901302_273.nc
"(100, 150]",13.6912,35.274,2020-09-01 11:45:17.000001792,2020,9,1,11:45:17.000001,-38.22,116.9312,nodc_R1901302_273.nc
"(150, 200]",12.806399,35.1076,2020-09-01 11:45:17.000001792,2020,9,1,11:45:17.000001,-38.22,116.9312,nodc_R1901302_273.nc
"(200, 250]",12.141601,35.032402,2020-09-01 11:45:17.000001792,2020,9,1,11:45:17.000001,-38.22,116.9312,nodc_R1901302_273.nc
"(250, 300]",11.1421995,34.8992,2020-09-01 11:45:17.000001792,2020,9,1,11:45:17.000001,-38.22,116.9312,nodc_R1901302_273.nc
"(300, 350]",10.4434,34.791,2020-09-01 11:45:17.000001792,2020,9,1,11:45:17.000001,-38.22,116.9312,nodc_R1901302_273.nc
"(350, 400]",10.106999,34.745335,2020-09-01 11:45:17.000001792,2020,9,1,11:45:17.000001,-38.22,116.9312,nodc_R1901302_273.nc
"(400, 450]",10.009999,34.75033,2020-09-01 11:45:17.000001792,2020,9,1,11:45:17.000001,-38.22,116.9312,nodc_R1901302_273.nc
"(450, 500]",9.8220005,34.7325,2020-09-01 11:45:17.000001792,2020,9,1,11:45:17.000001,-38.22,116.9312,nodc_R1901302_273.nc
"(500, 550]",9.729,34.722,2020-09-01 11:45:17.000001792,2020,9,1,11:45:17.000001,-38.22,116.9312,nodc_R1901302_273.nc
"(550, 600]",9.564,34.705,2020-09-01 11:45:17.000001792,2020,9,1,11:45:17.000001,-38.22,116.9312,nodc_R1901302_273.nc
"(600, 650]",9.325,34.675,2020-09-01 11:45:17.000001792,2020,9,1,11:45:17.000001,-38.22,116.9312,nodc_R1901302_273.nc
"(650, 700]",9.139,34.652,2020-09-01 11:45:17.000001792,2020,9,1,11:45:17.000001,-38.22,116.9312,nodc_R1901302_273.nc
"(700, 750]",8.843,34.613,2020-09-01 11:45:17.000001792,2020,9,1,11:45:17.000001,-38.22,116.9312,nodc_R1901302_273.nc
"(800, 850]",8.124,34.532,2020-09-01 11:45:17.000001792,2020,9,1,11:45:17.000001,-38.22,116.9312,nodc_R1901302_273.nc
"(900, 950]",6.699,34.437,2020-09-01 11:45:17.000001792,2020,9,1,11:45:17.000001,-38.22,116.9312,nodc_R1901302_273.nc
"(1000, 1050]",5.622,34.377,2020-09-01 11:45:17.000001792,2020,9,1,11:45:17.000001,-38.22,116.9312,nodc_R1901302_273.nc
"(1100, 1150]",4.687,34.354,2020-09-01 11:45:17.000001792,2020,9,1,11:45:17.000001,-38.22,116.9312,nodc_R1901302_273.nc
"(1200, 1250]",4.024,34.377,2020-09-01 11:45:17.000001792,2020,9,1,11:45:17.000001,-38.22,116.9312,nodc_R1901302_273.nc
"(1300, 1350]",3.645,34.424,2020-09-01 11:45:17.000001792,2020,9,1,11:45:17.000001,-38.22,116.9312,nodc_R1901302_273.nc
"(1400, 1450]",3.315,34.463,2020-09-01 11:45:17.000001792,2020,9,1,11:45:17.000001,-38.22,116.9312,nodc_R1901302_273.nc
"(1500, 1550]",3.117,34.511,2020-09-01 11:45:17.000001792,2020,9,1,11:45:17.000001,-38.22,116.9312,nodc_R1901302_273.nc
"(1600, 1650]",2.974,34.551,2020-09-01 11:45:17.000001792,2020,9,1,11:45:17.000001,-38.22,116.9312,nodc_R1901302_273.nc
"(1700, 1750]",2.836,34.588,2020-09-01 11:45:17.000001792,2020,9,1,11:45:17.000001,-38.22,116.9312,nodc_R1901302_273.nc
"(1800, 1850]",2.753,34.624,2020-09-01 11:45:17.000001792,2020,9,1,11:45:17.000001,-38.22,116.9312,nodc_R1901302_273.nc
"(1900, 1950]",2.659,34.658,2020-09-01 11:45:17.000001792,2020,9,1,11:45:17.000001,-38.22,116.9312,nodc_R1901302_273.nc
"(0, 50]",13.6282,35.264297,2020-09-11 09:04:25.000001024,2020,9,11,09:04:25.000001,-37.3945,116.8617,nodc_R1901302_274.nc
"(50, 100]",13.3339,35.2095,2020-09-11 09:04:25.000001024,2020,9,11,09:04:25.000001,-37.3945,116.8617,nodc_R1901302_274.nc
"(100, 150]",12.5838,35.0614,2020-09-11 09:04:25.000001024,2020,9,11,09:04:25.000001,-37.3945,116.8617,nodc_R1901302_274.nc
"(150, 200]",11.403199,34.815998,2020-09-11 09:04:25.000001024,2020,9,11,09:04:25.000001,-37.3945,116.8617,nodc_R1901302_274.nc
"(200, 250]",11.216,34.8772,2020-09-11 09:04:25.000001024,2020,9,11,09:04:25.000001,-37.3945,116.8617,nodc_R1901302_274.nc
"(250, 300]",10.253799,34.7634,2020-09-11 09:04:25.000001024,2020,9,11,09:04:25.000001,-37.3945,116.8617,nodc_R1901302_274.nc
"(300, 350]",9.9376,34.7228,2020-09-11 09:04:25.000001024,2020,9,11,09:04:25.000001,-37.3945,116.8617,nodc_R1901302_274.nc
"(350, 400]",9.874,34.7305,2020-09-11 09:04:25.000001024,2020,9,11,09:04:25.000001,-37.3945,116.8617,nodc_R1901302_274.nc
"(400, 450]",9.669001,34.709,2020-09-11 09:04:25.000001024,2020,9,11,09:04:25.000001,-37.3945,116.8617,nodc_R1901302_274.nc
"(450, 500]",9.5265,34.6945,2020-09-11 09:04:25.000001024,2020,9,11,09:04:25.000001,-37.3945,116.8617,nodc_R1901302_274.nc
"(500, 550]",9.435,34.688,2020-09-11 09:04:25.000001024,2020,9,11,09:04:25.000001,-37.3945,116.8617,nodc_R1901302_274.nc
"(550, 600]",9.227,34.657,2020-09-11 09:04:25.000001024,2020,9,11,09:04:25.000001,-37.3945,116.8617,nodc_R1901302_274.nc
"(600, 650]",9.141,34.647,2020-09-11 09:04:25.000001024,2020,9,11,09:04:25.000001,-37.3945,116.8617,nodc_R1901302_274.nc
"(650, 700]",9.063,34.639,2020-09-11 09:04:25.000001024,2020,9,11,09:04:25.000001,-37.3945,116.8617,nodc_R1901302_274.nc
"(700, 750]",8.806,34.61,2020-09-11 09:04:25.000001024,2020,9,11,09:04:25.000001,-37.3945,116.8617,nodc_R1901302_274.nc
"(800, 850]",7.8280005,34.512,2020-09-11 09:04:25.000001024,2020,9,11,09:04:25.000001,-37.3945,116.8617,nodc_R1901302_274.nc
"(900, 950]",6.537,34.426,2020-09-11 09:04:25.000001024,2020,9,11,09:04:25.000001,-37.3945,116.8617,nodc_R1901302_274.nc
"(1000, 1050]",5.363,34.369,2020-09-11 09:04:25.000001024,2020,9,11,09:04:25.000001,-37.3945,116.8617,nodc_R1901302_274.nc
"(1100, 1150]",4.47,34.369,2020-09-11 09:04:25.000001024,2020,9,11,09:04:25.000001,-37.3945,116.8617,nodc_R1901302_274.nc
"(1150, 1200]",3.9550002,34.4,2020-09-11 09:04:25.000001024,2020,9,11,09:04:25.000001,-37.3945,116.8617,nodc_R1901302_274.nc
"(1300, 1350]",3.508,34.445,2020-09-11 09:04:25.000001024,2020,9,11,09:04:25.000001,-37.3945,116.8617,nodc_R1901302_274.nc
"(1400, 1450]",3.192,34.491,2020-09-11 09:04:25.000001024,2020,9,11,09:04:25.000001,-37.3945,116.8617,nodc_R1901302_274.nc
"(1500, 1550]",3.011,34.525,2020-09-11 09:04:25.000001024,2020,9,11,09:04:25.000001,-37.3945,116.8617,nodc_R1901302_274.nc
"(1600, 1650]",2.867,34.567,2020-09-11 09:04:25.000001024,2020,9,11,09:04:25.000001,-37.3945,116.8617,nodc_R1901302_274.nc
"(1700, 1750]",2.788,34.607,2020-09-11 09:04:25.000001024,2020,9,11,09:04:25.000001,-37.3945,116.8617,nodc_R1901302_274.nc
"(1800, 1850]",2.656,34.639,2020-09-11 09:04:25.000001024,2020,9,11,09:04:25.000001,-37.3945,116.8617,nodc_R1901302_274.nc
"(1900, 1950]",2.571,34.664,2020-09-11 09:04:25.000001024,2020,9,11,09:04:25.000001,-37.3945,116.8617,nodc_R1901302_274.nc
"(1950, 2000]",2.495,34.685,2020-09-11 09:04:25.000001024,2020,9,11,09:04:25.000001,-37.3945,116.8617,nodc_R1901302_274.nc
"(0, 50]",8.8096,34.3499,2020-09-02 15:52:32.999997184,2020,9,2,15:52:32.999997,-46.3538,76.3501,nodc_R1901304_273.nc
"(50, 100]",8.8253,34.3503,2020-09-02 15:52:32.999997184,2020,9,2,15:52:32.999997,-46.3538,76.3501,nodc_R1901304_273.nc
"(100, 150]",8.846666,34.352665,2020-09-02 15:52:32.999997184,2020,9,2,15:52:32.999997,-46.3538,76.3501,nodc_R1901304_273.nc
"(150, 200]",8.9425,34.375748,2020-09-02 15:52:32.999997184,2020,9,2,15:52:32.999997,-46.3538,76.3501,nodc_R1901304_273.nc
"(200, 250]",9.2144,34.4472,2020-09-02 15:52:32.999997184,2020,9,2,15:52:32.999997,-46.3538,76.3501,nodc_R1901304_273.nc
"(250, 300]",9.636,34.6086,2020-09-02 15:52:32.999997184,2020,9,2,15:52:32.999997,-46.3538,76.3501,nodc_R1901304_273.nc
"(300, 350]",9.330601,34.649,2020-09-02 15:52:32.999997184,2020,9,2,15:52:32.999997,-46.3538,76.3501,nodc_R1901304_273.nc
"(350, 400]",8.58825,34.58575,2020-09-02 15:52:32.999997184,2020,9,2,15:52:32.999997,-46.3538,76.3501,nodc_R1901304_273.nc
"(400, 450]",7.8764997,34.53,2020-09-02 15:52:32.999997184,2020,9,2,15:52:32.999997,-46.3538,76.3501,nodc_R1901304_273.nc
"(450, 500]",6.1743336,34.31167,2020-09-02 15:52:32.999997184,2020,9,2,15:52:32.999997,-46.3538,76.3501,nodc_R1901304_273.nc
"(550, 600]",6.014,34.37,2020-09-02 15:52:32.999997184,2020,9,2,15:52:32.999997,-46.3538,76.3501,nodc_R1901304_273.nc
"(600, 650]",5.4635,34.3625,2020-09-02 15:52:32.999997184,2020,9,2,15:52:32.999997,-46.3538,76.3501,nodc_R1901304_273.nc
"(700, 750]",5.044,34.354,2020-09-02 15:52:32.999997184,2020,9,2,15:52:32.999997,-46.3538,76.3501,nodc_R1901304_273.nc
"(800, 850]",4.093,34.29,2020-09-02 15:52:32.999997184,2020,9,2,15:52:32.999997,-46.3538,76.3501,nodc_R1901304_273.nc
"(900, 950]",3.505,34.314,2020-09-02 15:52:32.999997184,2020,9,2,15:52:32.999997,-46.3538,76.3501,nodc_R1901304_273.nc
"(1000, 1050]",3.29,34.376,2020-09-02 15:52:32.999997184,2020,9,2,15:52:32.999997,-46.3538,76.3501,nodc_R1901304_273.nc
"(1100, 1150]",3.131,34.438,2020-09-02 15:52:32.999997184,2020,9,2,15:52:32.999997,-46.3538,76.3501,nodc_R1901304_273.nc
"(1150, 1200]",3.063,34.498,2020-09-02 15:52:32.999997184,2020,9,2,15:52:32.999997,-46.3538,76.3501,nodc_R1901304_273.nc
"(1300, 1350]",2.942,34.541,2020-09-02 15:52:32.999997184,2020,9,2,15:52:32.999997,-46.3538,76.3501,nodc_R1901304_273.nc
"(1400, 1450]",2.861,34.576,2020-09-02 15:52:32.999997184,2020,9,2,15:52:32.999997,-46.3538,76.3501,nodc_R1901304_273.nc
"(1450, 1500]",2.746,34.617,2020-09-02 15:52:32.999997184,2020,9,2,15:52:32.999997,-46.3538,76.3501,nodc_R1901304_273.nc
"(1600, 1650]",2.69,34.652,2020-09-02 15:52:32.999997184,2020,9,2,15:52:32.999997,-46.3538,76.3501,nodc_R1901304_273.nc
"(1700, 1750]",2.602,34.687,2020-09-02 15:52:32.999997184,2020,9,2,15:52:32.999997,-46.3538,76.3501,nodc_R1901304_273.nc
"(1800, 1850]",2.539,34.709,2020-09-02 15:52:32.999997184,2020,9,2,15:52:32.999997,-46.3538,76.3501,nodc_R1901304_273.nc
"(1850, 1900]",2.481,34.728,2020-09-02 15:52:32.999997184,2020,9,2,15:52:32.999997,-46.3538,76.3501,nodc_R1901304_273.nc
"(0, 50]",24.755001,35.025497,2020-09-04 14:24:03.999986432,2020,9,4,14:24:03.999986,-19.562,59.355,nodc_R1901325_328.nc
"(50, 100]",24.64275,35.04575,2020-09-04 14:24:03.999986432,2020,9,4,14:24:03.999986,-19.562,59.355,nodc_R1901325_328.nc
"(100, 150]",22.52,35.2674,2020-09-04 14:24:03.999986432,2020,9,4,14:24:03.999986,-19.562,59.355,nodc_R1901325_328.nc
"(150, 200]",20.2222,35.3936,2020-09-04 14:24:03.999986432,2020,9,4,14:24:03.999986,-19.562,59.355,nodc_R1901325_328.nc
"(200, 250]",18.1924,35.3706,2020-09-04 14:24:03.999986432,2020,9,4,14:24:03.999986,-19.562,59.355,nodc_R1901325_328.nc
"(250, 300]",16.4026,35.3852,2020-09-04 14:24:03.999986432,2020,9,4,14:24:03.999986,-19.562,59.355,nodc_R1901325_328.nc
"(300, 350]",15.35,35.4422,2020-09-04 14:24:03.999986432,2020,9,4,14:24:03.999986,-19.562,59.355,nodc_R1901325_328.nc
"(350, 400]",14.129667,35.374,2020-09-04 14:24:03.999986432,2020,9,4,14:24:03.999986,-19.562,59.355,nodc_R1901325_328.nc
"(400, 450]",12.743,35.213,2020-09-04 14:24:03.999986432,2020,9,4,14:24:03.999986,-19.562,59.355,nodc_R1901325_328.nc
"(450, 500]",11.872,35.0885,2020-09-04 14:24:03.999986432,2020,9,4,14:24:03.999986,-19.562,59.355,nodc_R1901325_328.nc
"(500, 550]",10.822667,34.941,2020-09-04 14:24:03.999986432,2020,9,4,14:24:03.999986,-19.562,59.355,nodc_R1901325_328.nc
"(550, 600]",9.952,34.821,2020-09-04 14:24:03.999986432,2020,9,4,14:24:03.999986,-19.562,59.355,nodc_R1901325_328.nc
"(600, 650]",9.386,34.7525,2020-09-04 14:24:03.999986432,2020,9,4,14:24:03.999986,-19.562,59.355,nodc_R1901325_328.nc
"(650, 700]",9.119,34.726,2020-09-04 14:24:03.999986432,2020,9,4,14:24:03.999986,-19.562,59.355,nodc_R1901325_328.nc
"(700, 750]",8.29,34.647,2020-09-04 14:24:03.999986432,2020,9,4,14:24:03.999986,-19.562,59.355,nodc_R1901325_328.nc
"(750, 800]",7.4359994,34.6,2020-09-04 14:24:03.999986432,2020,9,4,14:24:03.999986,-19.562,59.355,nodc_R1901325_328.nc
"(800, 850]",6.887,34.608,2020-09-04 14:24:03.999986432,2020,9,4,14:24:03.999986,-19.562,59.355,nodc_R1901325_328.nc
"(850, 900]",6.271,34.611,2020-09-04 14:24:03.999986432,2020,9,4,14:24:03.999986,-19.562,59.355,nodc_R1901325_328.nc
"(900, 950]",5.917,34.655,2020-09-04 14:24:03.999986432,2020,9,4,14:24:03.999986,-19.562,59.355,nodc_R1901325_328.nc
"(950, 1000]",5.619,34.701,2020-09-04 14:24:03.999986432,2020,9,4,14:24:03.999986,-19.562,59.355,nodc_R1901325_328.nc
"(1000, 1050]",5.45,34.718,2020-09-04 14:24:03.999986432,2020,9,4,14:24:03.999986,-19.562,59.355,nodc_R1901325_328.nc
"(1050, 1100]",5.254,34.717,2020-09-04 14:24:03.999986432,2020,9,4,14:24:03.999986,-19.562,59.355,nodc_R1901325_328.nc
"(1100, 1150]",5.093,34.734,2020-09-04 14:24:03.999986432,2020,9,4,14:24:03.999986,-19.562,59.355,nodc_R1901325_328.nc
"(1150, 1200]",4.852,34.728,2020-09-04 14:24:03.999986432,2020,9,4,14:24:03.999986,-19.562,59.355,nodc_R1901325_328.nc
"(1200, 1250]",4.549,34.716,2020-09-04 14:24:03.999986432,2020,9,4,14:24:03.999986,-19.562,59.355,nodc_R1901325_328.nc
"(1250, 1300]",4.376,34.723,2020-09-04 14:24:03.999986432,2020,9,4,14:24:03.999986,-19.562,59.355,nodc_R1901325_328.nc
"(1300, 1350]",4.0225,34.7135,2020-09-04 14:24:03.999986432,2020,9,4,14:24:03.999986,-19.562,59.355,nodc_R1901325_328.nc
"(1400, 1450]",3.713,34.721,2020-09-04 14:24:03.999986432,2020,9,4,14:24:03.999986,-19.562,59.355,nodc_R1901325_328.nc
"(1450, 1500]",3.506,34.721,2020-09-04 14:24:03.999986432,2020,9,4,14:24:03.999986,-19.562,59.355,nodc_R1901325_328.nc
"(1500, 1550]",3.406,34.723,2020-09-04 14:24:03.999986432,2020,9,4,14:24:03.999986,-19.562,59.355,nodc_R1901325_328.nc
"(1600, 1650]",3.165,34.73,2020-09-04 14:24:03.999986432,2020,9,4,14:24:03.999986,-19.562,59.355,nodc_R1901325_328.nc
"(1700, 1750]",2.903,34.739,2020-09-04 14:24:03.999986432,2020,9,4,14:24:03.999986,-19.562,59.355,nodc_R1901325_328.nc
"(1800, 1850]",2.751,34.747,2020-09-04 14:24:03.999986432,2020,9,4,14:24:03.999986,-19.562,59.355,nodc_R1901325_328.nc
"(1900, 1950]",2.601,34.75,2020-09-04 14:24:03.999986432,2020,9,4,14:24:03.999986,-19.562,59.355,nodc_R1901325_328.nc
"(0, 50]",22.816418,35.34179,2020-09-08 06:27:11.999999232,2020,9,8,06:27:11.999999,-21.447,74.72,nodc_R1901340_219.nc
"(50, 100]",22.59272,35.37508,2020-09-08 06:27:11.999999232,2020,9,8,06:27:11.999999,-21.447,74.72,nodc_R1901340_219.nc
"(100, 150]",21.677158,35.545242,2020-09-08 06:27:11.999999232,2020,9,8,06:27:11.999999,-21.447,74.72,nodc_R1901340_219.nc
"(150, 200]",20.00808,35.641678,2020-09-08 06:27:11.999999232,2020,9,8,06:27:11.999999,-21.447,74.72,nodc_R1901340_219.nc
"(200, 250]",18.70668,35.771038,2020-09-08 06:27:11.999999232,2020,9,8,06:27:11.999999,-21.447,74.72,nodc_R1901340_219.nc
"(250, 300]",17.37892,35.74688,2020-09-08 06:27:11.999999232,2020,9,8,06:27:11.999999,-21.447,74.72,nodc_R1901340_219.nc
"(300, 350]",15.47768,35.54892,2020-09-08 06:27:11.999999232,2020,9,8,06:27:11.999999,-21.447,74.72,nodc_R1901340_219.nc
"(350, 400]",13.64724,35.31744,2020-09-08 06:27:11.999999232,2020,9,8,06:27:11.999999,-21.447,74.72,nodc_R1901340_219.nc
"(400, 450]",12.418679,35.14176,2020-09-08 06:27:11.999999232,2020,9,8,06:27:11.999999,-21.447,74.72,nodc_R1901340_219.nc
"(450, 500]",11.52532,35.00892,2020-09-08 06:27:11.999999232,2020,9,8,06:27:11.999999,-21.447,74.72,nodc_R1901340_219.nc
"(500, 550]",10.71344,34.889,2020-09-08 06:27:11.999999232,2020,9,8,06:27:11.999999,-21.447,74.72,nodc_R1901340_219.nc
"(550, 600]",10.00596,34.78548,2020-09-08 06:27:11.999999232,2020,9,8,06:27:11.999999,-21.447,74.72,nodc_R1901340_219.nc
"(600, 650]",9.46976,34.71128,2020-09-08 06:27:11.999999232,2020,9,8,06:27:11.999999,-21.447,74.72,nodc_R1901340_219.nc
"(650, 700]",8.8078,34.63172,2020-09-08 06:27:11.999999232,2020,9,8,06:27:11.999999,-21.447,74.72,nodc_R1901340_219.nc
"(700, 750]",8.00908,34.56012,2020-09-08 06:27:11.999999232,2020,9,8,06:27:11.999999,-21.447,74.72,nodc_R1901340_219.nc
"(750, 800]",6.9434,34.49072,2020-09-08 06:27:11.999999232,2020,9,8,06:27:11.999999,-21.447,74.72,nodc_R1901340_219.nc
"(800, 850]",5.94028,34.456238,2020-09-08 06:27:11.999999232,2020,9,8,06:27:11.999999,-21.447,74.72,nodc_R1901340_219.nc
"(850, 900]",5.3703604,34.46424,2020-09-08 06:27:11.999999232,2020,9,8,06:27:11.999999,-21.447,74.72,nodc_R1901340_219.nc
"(900, 950]",5.05104,34.48824,2020-09-08 06:27:11.999999232,2020,9,8,06:27:11.999999,-21.447,74.72,nodc_R1901340_219.nc
"(950, 1000]",4.71556,34.508602,2020-09-08 06:27:11.999999232,2020,9,8,06:27:11.999999,-21.447,74.72,nodc_R1901340_219.nc
"(1000, 1050]",4.4998803,34.53568,2020-09-08 06:27:11.999999232,2020,9,8,06:27:11.999999,-21.447,74.72,nodc_R1901340_219.nc
"(1050, 1100]",4.2779603,34.55264,2020-09-08 06:27:11.999999232,2020,9,8,06:27:11.999999,-21.447,74.72,nodc_R1901340_219.nc
"(1100, 1150]",4.1859202,34.597,2020-09-08 06:27:11.999999232,2020,9,8,06:27:11.999999,-21.447,74.72,nodc_R1901340_219.nc
"(1150, 1200]",4.28832,34.65288,2020-09-08 06:27:11.999999232,2020,9,8,06:27:11.999999,-21.447,74.72,nodc_R1901340_219.nc
"(1200, 1250]",4.2164,34.6722,2020-09-08 06:27:11.999999232,2020,9,8,06:27:11.999999,-21.447,74.72,nodc_R1901340_219.nc
"(1250, 1300]",4.11632,34.68168,2020-09-08 06:27:11.999999232,2020,9,8,06:27:11.999999,-21.447,74.72,nodc_R1901340_219.nc
"(1300, 1350]",4.00352,34.69276,2020-09-08 06:27:11.999999232,2020,9,8,06:27:11.999999,-21.447,74.72,nodc_R1901340_219.nc
"(1350, 1400]",3.9056,34.7038,2020-09-08 06:27:11.999999232,2020,9,8,06:27:11.999999,-21.447,74.72,nodc_R1901340_219.nc
"(1400, 1450]",3.7842,34.70808,2020-09-08 06:27:11.999999232,2020,9,8,06:27:11.999999,-21.447,74.72,nodc_R1901340_219.nc
"(1450, 1500]",3.6653998,34.711082,2020-09-08 06:27:11.999999232,2020,9,8,06:27:11.999999,-21.447,74.72,nodc_R1901340_219.nc
"(1500, 1550]",3.5486,34.712563,2020-09-08 06:27:11.999999232,2020,9,8,06:27:11.999999,-21.447,74.72,nodc_R1901340_219.nc
"(1550, 1600]",3.48004,34.72008,2020-09-08 06:27:11.999999232,2020,9,8,06:27:11.999999,-21.447,74.72,nodc_R1901340_219.nc
"(1600, 1650]",3.38212,34.7236,2020-09-08 06:27:11.999999232,2020,9,8,06:27:11.999999,-21.447,74.72,nodc_R1901340_219.nc
"(1650, 1700]",3.2534,34.72288,2020-09-08 06:27:11.999999232,2020,9,8,06:27:11.999999,-21.447,74.72,nodc_R1901340_219.nc
"(1700, 1750]",3.16836,34.7258,2020-09-08 06:27:11.999999232,2020,9,8,06:27:11.999999,-21.447,74.72,nodc_R1901340_219.nc
"(1750, 1800]",3.0710402,34.7276,2020-09-08 06:27:11.999999232,2020,9,8,06:27:11.999999,-21.447,74.72,nodc_R1901340_219.nc
"(1800, 1850]",2.9966,34.72792,2020-09-08 06:27:11.999999232,2020,9,8,06:27:11.999999,-21.447,74.72,nodc_R1901340_219.nc
"(1850, 1900]",2.91132,34.72784,2020-09-08 06:27:11.999999232,2020,9,8,06:27:11.999999,-21.447,74.72,nodc_R1901340_219.nc
"(1900, 1950]",2.76552,34.72584,2020-09-08 06:27:11.999999232,2020,9,8,06:27:11.999999,-21.447,74.72,nodc_R1901340_219.nc
"(1950, 2000]",2.6491666,34.724705,2020-09-08 06:27:11.999999232,2020,9,8,06:27:11.999999,-21.447,74.72,nodc_R1901340_219.nc
"(0, 50]",21.660831,35.416626,2020-09-03 18:06:35.999984384,2020,9,3,18:06:35.999984,-26.862,39.214,nodc_R1901342_217.nc
"(50, 100]",21.66008,35.416523,2020-09-03 18:06:35.999984384,2020,9,3,18:06:35.999984,-26.862,39.214,nodc_R1901342_217.nc
"(100, 150]",20.68684,35.49812,2020-09-03 18:06:35.999984384,2020,9,3,18:06:35.999984,-26.862,39.214,nodc_R1901342_217.nc
"(150, 200]",18.81572,35.556202,2020-09-03 18:06:35.999984384,2020,9,3,18:06:35.999984,-26.862,39.214,nodc_R1901342_217.nc
"(200, 250]",16.9822,35.53984,2020-09-03 18:06:35.999984384,2020,9,3,18:06:35.999984,-26.862,39.214,nodc_R1901342_217.nc
"(250, 300]",15.7034,35.48296,2020-09-03 18:06:35.999984384,2020,9,3,18:06:35.999984,-26.862,39.214,nodc_R1901342_217.nc
"(300, 350]",14.655479,35.40812,2020-09-03 18:06:35.999984384,2020,9,3,18:06:35.999984,-26.862,39.214,nodc_R1901342_217.nc
"(350, 400]",13.860081,35.333122,2020-09-03 18:06:35.999984384,2020,9,3,18:06:35.999984,-26.862,39.214,nodc_R1901342_217.nc
"(400, 450]",13.322599,35.268482,2020-09-03 18:06:35.999984384,2020,9,3,18:06:35.999984,-26.862,39.214,nodc_R1901342_217.nc
"(450, 500]",12.8254795,35.19572,2020-09-03 18:06:35.999984384,2020,9,3,18:06:35.999984,-26.862,39.214,nodc_R1901342_217.nc
"(500, 550]",12.07584,35.08516,2020-09-03 18:06:35.999984384,2020,9,3,18:06:35.999984,-26.862,39.214,nodc_R1901342_217.nc
"(550, 600]",11.47588,34.99852,2020-09-03 18:06:35.999984384,2020,9,3,18:06:35.999984,-26.862,39.214,nodc_R1901342_217.nc
"(600, 650]",10.908679,34.91716,2020-09-03 18:06:35.999984384,2020,9,3,18:06:35.999984,-26.862,39.214,nodc_R1901342_217.nc
"(650, 700]",10.304879,34.83436,2020-09-03 18:06:35.999984384,2020,9,3,18:06:35.999984,-26.862,39.214,nodc_R1901342_217.nc
"(700, 750]",9.65528,34.75404,2020-09-03 18:06:35.999984384,2020,9,3,18:06:35.999984,-26.862,39.214,nodc_R1901342_217.nc
"(750, 800]",8.98192,34.68272,2020-09-03 18:06:35.999984384,2020,9,3,18:06:35.999984,-26.862,39.214,nodc_R1901342_217.nc
"(800, 850]",8.26128,34.61408,2020-09-03 18:06:35.999984384,2020,9,3,18:06:35.999984,-26.862,39.214,nodc_R1901342_217.nc
"(850, 900]",7.5999203,34.56948,2020-09-03 18:06:35.999984384,2020,9,3,18:06:35.999984,-26.862,39.214,nodc_R1901342_217.nc
"(900, 950]",6.80848,34.52016,2020-09-03 18:06:35.999984384,2020,9,3,18:06:35.999984,-26.862,39.214,nodc_R1901342_217.nc
"(950, 1000]",6.07016,34.48448,2020-09-03 18:06:35.999984384,2020,9,3,18:06:35.999984,-26.862,39.214,nodc_R1901342_217.nc
"(1000, 1050]",5.58116,34.48268,2020-09-03 18:06:35.999984384,2020,9,3,18:06:35.999984,-26.862,39.214,nodc_R1901342_217.nc
"(1050, 1100]",5.5672,34.55756,2020-09-03 18:06:35.999984384,2020,9,3,18:06:35.999984,-26.862,39.214,nodc_R1901342_217.nc
"(1100, 1150]",5.49984,34.617443,2020-09-03 18:06:35.999984384,2020,9,3,18:06:35.999984,-26.862,39.214,nodc_R1901342_217.nc
"(1150, 1200]",5.4378,34.67092,2020-09-03 18:06:35.999984384,2020,9,3,18:06:35.999984,-26.862,39.214,nodc_R1901342_217.nc
"(1200, 1250]",5.37428,34.70904,2020-09-03 18:06:35.999984384,2020,9,3,18:06:35.999984,-26.862,39.214,nodc_R1901342_217.nc
"(1250, 1300]",5.09232,34.69908,2020-09-03 18:06:35.999984384,2020,9,3,18:06:35.999984,-26.862,39.214,nodc_R1901342_217.nc
"(1300, 1350]",4.87684,34.70916,2020-09-03 18:06:35.999984384,2020,9,3,18:06:35.999984,-26.862,39.214,nodc_R1901342_217.nc
"(1350, 1400]",4.7096395,34.7126,2020-09-03 18:06:35.999984384,2020,9,3,18:06:35.999984,-26.862,39.214,nodc_R1901342_217.nc
"(1400, 1450]",4.56172,34.720722,2020-09-03 18:06:35.999984384,2020,9,3,18:06:35.999984,-26.862,39.214,nodc_R1901342_217.nc
"(1450, 1500]",4.43988,34.73516,2020-09-03 18:06:35.999984384,2020,9,3,18:06:35.999984,-26.862,39.214,nodc_R1901342_217.nc
"(1500, 1550]",4.262,34.73584,2020-09-03 18:06:35.999984384,2020,9,3,18:06:35.999984,-26.862,39.214,nodc_R1901342_217.nc
"(1550, 1600]",4.03452,34.7188,2020-09-03 18:06:35.999984384,2020,9,3,18:06:35.999984,-26.862,39.214,nodc_R1901342_217.nc
