pressure_bin,temp_adjusted,psal_adjusted,juld,year,month,day,time,latitude,longitude,source_file
"(950, 1000]",8.194882,34.647354,2020-09-02 03:22:07.000353792,2020,9,2,03:22:07.000353,-32.66,30.102,nodc_R5904788_139.nc
"(1000, 1050]",6.935,34.543,2020-09-02 03:22:07.000353792,2020,9,2,03:22:07.000353,-32.66,30.102,nodc_R5904788_139.nc
"(1050, 1100]",6.444,34.531,2020-09-02 03:22:07.000353792,2020,9,2,03:22:07.000353,-32.66,30.102,nodc_R5904788_139.nc
"(1100, 1150]",6.059,34.544,2020-09-02 03:22:07.000353792,2020,9,2,03:22:07.000353,-32.66,30.102,nodc_R5904788_139.nc
"(1150, 1200]",5.561,34.526,2020-09-02 03:22:07.000353792,2020,9,2,03:22:07.000353,-32.66,30.102,nodc_R5904788_139.nc
"(1200, 1250]",5.275,34.529,2020-09-02 03:22:07.000353792,2020,9,2,03:22:07.000353,-32.66,30.102,nodc_R5904788_139.nc
"(1250, 1300]",5.412,34.62,2020-09-02 03:22:07.000353792,2020,9,2,03:22:07.000353,-32.66,30.102,nodc_R5904788_139.nc
"(1300, 1350]",5.173,34.629,2020-09-02 03:22:07.000353792,2020,9,2,03:22:07.000353,-32.66,30.102,nodc_R5904788_139.nc
"(1350, 1400]",4.798,34.626,2020-09-02 03:22:07.000353792,2020,9,2,03:22:07.000353,-32.66,30.102,nodc_R5904788_139.nc
"(1400, 1450]",4.489,34.644,2020-09-02 03:22:07.000353792,2020,9,2,03:22:07.000353,-32.66,30.102,nodc_R5904788_139.nc
"(1450, 1500]",3.9550002,34.641,2020-09-02 03:22:07.000353792,2020,9,2,03:22:07.000353,-32.66,30.102,nodc_R5904788_139.nc
"(1500, 1550]",3.731,34.651,2020-09-02 03:22:07.000353792,2020,9,2,03:22:07.000353,-32.66,30.102,nodc_R5904788_139.nc
"(1550, 1600]",3.395,34.663,2020-09-02 03:22:07.000353792,2020,9,2,03:22:07.000353,-32.66,30.102,nodc_R5904788_139.nc
"(1600, 1650]",3.244,34.674,2020-09-02 03:22:07.000353792,2020,9,2,03:22:07.000353,-32.66,30.102,nodc_R5904788_139.nc
"(1650, 1700]",3.088,34.685,2020-09-02 03:22:07.000353792,2020,9,2,03:22:07.000353,-32.66,30.102,nodc_R5904788_139.nc
"(1700, 1750]",3.018,34.697,2020-09-02 03:22:07.000353792,2020,9,2,03:22:07.000353,-32.66,30.102,nodc_R5904788_139.nc
"(1750, 1800]",2.944,34.706,2020-09-02 03:22:07.000353792,2020,9,2,03:22:07.000353,-32.66,30.102,nodc_R5904788_139.nc
"(1800, 1850]",2.855,34.71,2020-09-02 03:22:07.000353792,2020,9,2,03:22:07.000353,-32.66,30.102,nodc_R5904788_139.nc
"(1850, 1900]",2.806,34.723,2020-09-02 03:22:07.000353792,2020,9,2,03:22:07.000353,-32.66,30.102,nodc_R5904788_139.nc
"(1900, 1950]",2.751,34.735,2020-09-02 03:22:07.000353792,2020,9,2,03:22:07.000353,-32.66,30.102,nodc_R5904788_139.nc
"(1950, 2000]",2.705,34.747,2020-09-02 03:22:07.000353792,2020,9,2,03:22:07.000353,-32.66,30.102,nodc_R5904788_139.nc
"(0, 50]",20.662333,35.493748,2020-09-12 03:12:04.000339200,2020,9,12,03:12:04.000339,-33.586,28.607,nodc_R5904788_140.nc
"(50, 100]",19.455479,35.54012,2020-09-12 03:12:04.000339200,2020,9,12,03:12:04.000339,-33.586,28.607,nodc_R5904788_140.nc
"(100, 150]",17.85588,35.58924,2020-09-12 03:12:04.000339200,2020,9,12,03:12:04.000339,-33.586,28.607,nodc_R5904788_140.nc
"(150, 200]",17.47528,35.5816,2020-09-12 03:12:04.000339200,2020,9,12,03:12:04.000339,-33.586,28.607,nodc_R5904788_140.nc
"(200, 250]",17.135519,35.55632,2020-09-12 03:12:04.000339200,2020,9,12,03:12:04.000339,-33.586,28.607,nodc_R5904788_140.nc
"(250, 300]",16.36272,35.48812,2020-09-12 03:12:04.000339200,2020,9,12,03:12:04.000339,-33.586,28.607,nodc_R5904788_140.nc
"(300, 350]",15.679279,35.43828,2020-09-12 03:12:04.000339200,2020,9,12,03:12:04.000339,-33.586,28.607,nodc_R5904788_140.nc
"(350, 400]",14.9512005,35.408558,2020-09-12 03:12:04.000339200,2020,9,12,03:12:04.000339,-33.586,28.607,nodc_R5904788_140.nc
"(400, 450]",14.1744,35.33388,2020-09-12 03:12:04.000339200,2020,9,12,03:12:04.000339,-33.586,28.607,nodc_R5904788_140.nc
"(450, 500]",13.50572,35.2648,2020-09-12 03:12:04.000339200,2020,9,12,03:12:04.000339,-33.586,28.607,nodc_R5904788_140.nc
"(500, 550]",12.83732,35.17612,2020-09-12 03:12:04.000339200,2020,9,12,03:12:04.000339,-33.586,28.607,nodc_R5904788_140.nc
"(550, 600]",12.19992,35.0878,2020-09-12 03:12:04.000339200,2020,9,12,03:12:04.000339,-33.586,28.607,nodc_R5904788_140.nc
"(600, 650]",11.58416,35.00308,2020-09-12 03:12:04.000339200,2020,9,12,03:12:04.000339,-33.586,28.607,nodc_R5904788_140.nc
"(650, 700]",10.8901205,34.9062,2020-09-12 03:12:04.000339200,2020,9,12,03:12:04.000339,-33.586,28.607,nodc_R5904788_140.nc
"(700, 750]",10.23148,34.82008,2020-09-12 03:12:04.000339200,2020,9,12,03:12:04.000339,-33.586,28.607,nodc_R5904788_140.nc
"(750, 800]",9.661119,34.756958,2020-09-12 03:12:04.000339200,2020,9,12,03:12:04.000339,-33.586,28.607,nodc_R5904788_140.nc
"(800, 850]",9.09744,34.70896,2020-09-12 03:12:04.000339200,2020,9,12,03:12:04.000339,-33.586,28.607,nodc_R5904788_140.nc
"(850, 900]",8.29068,34.624958,2020-09-12 03:12:04.000339200,2020,9,12,03:12:04.000339,-33.586,28.607,nodc_R5904788_140.nc
"(900, 950]",7.67352,34.599,2020-09-12 03:12:04.000339200,2020,9,12,03:12:04.000339,-33.586,28.607,nodc_R5904788_140.nc
"(950, 1000]",7.3144665,34.592934,2020-09-12 03:12:04.000339200,2020,9,12,03:12:04.000339,-33.586,28.607,nodc_R5904788_140.nc
"(1000, 1050]",6.302,34.52,2020-09-12 03:12:04.000339200,2020,9,12,03:12:04.000339,-33.586,28.607,nodc_R5904788_140.nc
"(1050, 1100]",5.865,34.507,2020-09-12 03:12:04.000339200,2020,9,12,03:12:04.000339,-33.586,28.607,nodc_R5904788_140.nc
"(1100, 1150]",4.941,34.41,2020-09-12 03:12:04.000339200,2020,9,12,03:12:04.000339,-33.586,28.607,nodc_R5904788_140.nc
"(1150, 1200]",4.754,34.44,2020-09-12 03:12:04.000339200,2020,9,12,03:12:04.000339,-33.586,28.607,nodc_R5904788_140.nc
"(1200, 1250]",4.744,34.495,2020-09-12 03:12:04.000339200,2020,9,12,03:12:04.000339,-33.586,28.607,nodc_R5904788_140.nc
"(1250, 1300]",4.275,34.462,2020-09-12 03:12:04.000339200,2020,9,12,03:12:04.000339,-33.586,28.607,nodc_R5904788_140.nc
"(1300, 1350]",4.096,34.498,2020-09-12 03:12:04.000339200,2020,9,12,03:12:04.000339,-33.586,28.607,nodc_R5904788_140.nc
"(1350, 1400]",3.7850003,34.507,2020-09-12 03:12:04.000339200,2020,9,12,03:12:04.000339,-33.586,28.607,nodc_R5904788_140.nc
"(1400, 1450]",3.7069998,34.55,2020-09-12 03:12:04.000339200,2020,9,12,03:12:04.000339,-33.586,28.607,nodc_R5904788_140.nc
"(1450, 1500]",3.538,34.578,2020-09-12 03:12:04.000339200,2020,9,12,03:12:04.000339,-33.586,28.607,nodc_R5904788_140.nc
"(1500, 1550]",3.385,34.6,2020-09-12 03:12:04.000339200,2020,9,12,03:12:04.000339,-33.586,28.607,nodc_R5904788_140.nc
"(1550, 1600]",3.294,34.618,2020-09-12 03:12:04.000339200,2020,9,12,03:12:04.000339,-33.586,28.607,nodc_R5904788_140.nc
"(1600, 1650]",3.179,34.633,2020-09-12 03:12:04.000339200,2020,9,12,03:12:04.000339,-33.586,28.607,nodc_R5904788_140.nc
"(1650, 1700]",3.106,34.654,2020-09-12 03:12:04.000339200,2020,9,12,03:12:04.000339,-33.586,28.607,nodc_R5904788_140.nc
"(1700, 1750]",3.021,34.671,2020-09-12 03:12:04.000339200,2020,9,12,03:12:04.000339,-33.586,28.607,nodc_R5904788_140.nc
"(1750, 1800]",2.967,34.691,2020-09-12 03:12:04.000339200,2020,9,12,03:12:04.000339,-33.586,28.607,nodc_R5904788_140.nc
"(1800, 1850]",2.892,34.704,2020-09-12 03:12:04.000339200,2020,9,12,03:12:04.000339,-33.586,28.607,nodc_R5904788_140.nc
"(1850, 1900]",2.831,34.718,2020-09-12 03:12:04.000339200,2020,9,12,03:12:04.000339,-33.586,28.607,nodc_R5904788_140.nc
"(1900, 1950]",2.785,34.729,2020-09-12 03:12:04.000339200,2020,9,12,03:12:04.000339,-33.586,28.607,nodc_R5904788_140.nc
"(1950, 2000]",2.762,34.741,2020-09-12 03:12:04.000339200,2020,9,12,03:12:04.000339,-33.586,28.607,nodc_R5904788_140.nc
"(0, 50]",10.917,34.667625,2020-09-06 06:32:51.000690176,2020,9,6,06:32:51.000690,-40.649,120.534,nodc_R5904789_143.nc
"(50, 100]",10.897519,34.66664,2020-09-06 06:32:51.000690176,2020,9,6,06:32:51.000690,-40.649,120.534,nodc_R5904789_143.nc
"(100, 150]",10.80112,34.65636,2020-09-06 06:32:51.000690176,2020,9,6,06:32:51.000690,-40.649,120.534,nodc_R5904789_143.nc
"(150, 200]",10.26208,34.666718,2020-09-06 06:32:51.000690176,2020,9,6,06:32:51.000690,-40.649,120.534,nodc_R5904789_143.nc
"(200, 250]",9.78996,34.70564,2020-09-06 06:32:51.000690176,2020,9,6,06:32:51.000690,-40.649,120.534,nodc_R5904789_143.nc
"(250, 300]",9.739161,34.71896,2020-09-06 06:32:51.000690176,2020,9,6,06:32:51.000690,-40.649,120.534,nodc_R5904789_143.nc
"(300, 350]",9.57376,34.70352,2020-09-06 06:32:51.000690176,2020,9,6,06:32:51.000690,-40.649,120.534,nodc_R5904789_143.nc
"(350, 400]",9.42212,34.687717,2020-09-06 06:32:51.000690176,2020,9,6,06:32:51.000690,-40.649,120.534,nodc_R5904789_143.nc
"(400, 450]",9.28944,34.671238,2020-09-06 06:32:51.000690176,2020,9,6,06:32:51.000690,-40.649,120.534,nodc_R5904789_143.nc
"(450, 500]",9.17832,34.657917,2020-09-06 06:32:51.000690176,2020,9,6,06:32:51.000690,-40.649,120.534,nodc_R5904789_143.nc
"(500, 550]",9.08496,34.6478,2020-09-06 06:32:51.000690176,2020,9,6,06:32:51.000690,-40.649,120.534,nodc_R5904789_143.nc
"(550, 600]",8.885839,34.6216,2020-09-06 06:32:51.000690176,2020,9,6,06:32:51.000690,-40.649,120.534,nodc_R5904789_143.nc
"(600, 650]",8.58508,34.58064,2020-09-06 06:32:51.000690176,2020,9,6,06:32:51.000690,-40.649,120.534,nodc_R5904789_143.nc
"(650, 700]",8.216599,34.538918,2020-09-06 06:32:51.000690176,2020,9,6,06:32:51.000690,-40.649,120.534,nodc_R5904789_143.nc
"(700, 750]",7.8140397,34.50552,2020-09-06 06:32:51.000690176,2020,9,6,06:32:51.000690,-40.649,120.534,nodc_R5904789_143.nc
"(750, 800]",7.3723197,34.48116,2020-09-06 06:32:51.000690176,2020,9,6,06:32:51.000690,-40.649,120.534,nodc_R5904789_143.nc
"(800, 850]",6.82736,34.45392,2020-09-06 06:32:51.000690176,2020,9,6,06:32:51.000690,-40.649,120.534,nodc_R5904789_143.nc
"(850, 900]",6.27556,34.42552,2020-09-06 06:32:51.000690176,2020,9,6,06:32:51.000690,-40.649,120.534,nodc_R5904789_143.nc
"(900, 950]",5.71572,34.401318,2020-09-06 06:32:51.000690176,2020,9,6,06:32:51.000690,-40.649,120.534,nodc_R5904789_143.nc
"(950, 1000]",5.2777333,34.390465,2020-09-06 06:32:51.000690176,2020,9,6,06:32:51.000690,-40.649,120.534,nodc_R5904789_143.nc
"(1000, 1050]",4.624,34.391,2020-09-06 06:32:51.000690176,2020,9,6,06:32:51.000690,-40.649,120.534,nodc_R5904789_143.nc
"(1050, 1100]",4.343,34.393,2020-09-06 06:32:51.000690176,2020,9,6,06:32:51.000690,-40.649,120.534,nodc_R5904789_143.nc
"(1100, 1150]",3.9479997,34.408,2020-09-06 06:32:51.000690176,2020,9,6,06:32:51.000690,-40.649,120.534,nodc_R5904789_143.nc
"(1150, 1200]",3.726,34.425,2020-09-06 06:32:51.000690176,2020,9,6,06:32:51.000690,-40.649,120.534,nodc_R5904789_143.nc
"(1200, 1250]",3.553,34.435,2020-09-06 06:32:51.000690176,2020,9,6,06:32:51.000690,-40.649,120.534,nodc_R5904789_143.nc
"(1250, 1300]",3.33,34.465,2020-09-06 06:32:51.000690176,2020,9,6,06:32:51.000690,-40.649,120.534,nodc_R5904789_143.nc
"(1300, 1350]",3.223,34.482,2020-09-06 06:32:51.000690176,2020,9,6,06:32:51.000690,-40.649,120.534,nodc_R5904789_143.nc
"(1350, 1400]",3.126,34.5,2020-09-06 06:32:51.000690176,2020,9,6,06:32:51.000690,-40.649,120.534,nodc_R5904789_143.nc
"(1400, 1450]",3.023,34.521,2020-09-06 06:32:51.000690176,2020,9,6,06:32:51.000690,-40.649,120.534,nodc_R5904789_143.nc
"(1450, 1500]",2.949,34.544,2020-09-06 06:32:51.000690176,2020,9,6,06:32:51.000690,-40.649,120.534,nodc_R5904789_143.nc
"(1500, 1550]",2.86,34.567,2020-09-06 06:32:51.000690176,2020,9,6,06:32:51.000690,-40.649,120.534,nodc_R5904789_143.nc
"(1550, 1600]",2.794,34.591,2020-09-06 06:32:51.000690176,2020,9,6,06:32:51.000690,-40.649,120.534,nodc_R5904789_143.nc
"(1600, 1650]",2.754,34.605,2020-09-06 06:32:51.000690176,2020,9,6,06:32:51.000690,-40.649,120.534,nodc_R5904789_143.nc
"(1650, 1700]",2.702,34.622,2020-09-06 06:32:51.000690176,2020,9,6,06:32:51.000690,-40.649,120.534,nodc_R5904789_143.nc
"(1700, 1750]",2.669,34.636,2020-09-06 06:32:51.000690176,2020,9,6,06:32:51.000690,-40.649,120.534,nodc_R5904789_143.nc
"(1750, 1800]",2.627,34.651,2020-09-06 06:32:51.000690176,2020,9,6,06:32:51.000690,-40.649,120.534,nodc_R5904789_143.nc
"(1800, 1850]",2.598,34.667,2020-09-06 06:32:51.000690176,2020,9,6,06:32:51.000690,-40.649,120.534,nodc_R5904789_143.nc
"(1850, 1900]",2.557,34.681,2020-09-06 06:32:51.000690176,2020,9,6,06:32:51.000690,-40.649,120.534,nodc_R5904789_143.nc
"(0, 50]",8.698783,34.505516,2020-09-10 19:39:31.002095104,2020,9,10,19:39:31.002095,-48.825,143.401,nodc_R5904790_139.nc
"(50, 100]",8.70376,34.50592,2020-09-10 19:39:31.002095104,2020,9,10,19:39:31.002095,-48.825,143.401,nodc_R5904790_139.nc
"(100, 150]",8.70916,34.50616,2020-09-10 19:39:31.002095104,2020,9,10,19:39:31.002095,-48.825,143.401,nodc_R5904790_139.nc
"(150, 200]",8.7110405,34.506,2020-09-10 19:39:31.002095104,2020,9,10,19:39:31.002095,-48.825,143.401,nodc_R5904790_139.nc
"(200, 250]",8.71192,34.505604,2020-09-10 19:39:31.002095104,2020,9,10,19:39:31.002095,-48.825,143.401,nodc_R5904790_139.nc
"(250, 300]",8.73132,34.51304,2020-09-10 19:39:31.002095104,2020,9,10,19:39:31.002095,-48.825,143.401,nodc_R5904790_139.nc
"(300, 350]",8.94576,34.56848,2020-09-10 19:39:31.002095104,2020,9,10,19:39:31.002095,-48.825,143.401,nodc_R5904790_139.nc
"(350, 400]",9.2078,34.6586,2020-09-10 19:39:31.002095104,2020,9,10,19:39:31.002095,-48.825,143.401,nodc_R5904790_139.nc
"(400, 450]",9.10432,34.64864,2020-09-10 19:39:31.002095104,2020,9,10,19:39:31.002095,-48.825,143.401,nodc_R5904790_139.nc
"(450, 500]",9.06656,34.644962,2020-09-10 19:39:31.002095104,2020,9,10,19:39:31.002095,-48.825,143.401,nodc_R5904790_139.nc
"(500, 550]",9.0156,34.639202,2020-09-10 19:39:31.002095104,2020,9,10,19:39:31.002095,-48.825,143.401,nodc_R5904790_139.nc
"(550, 600]",8.975679,34.6374,2020-09-10 19:39:31.002095104,2020,9,10,19:39:31.002095,-48.825,143.401,nodc_R5904790_139.nc
"(600, 650]",8.91584,34.629402,2020-09-10 19:39:31.002095104,2020,9,10,19:39:31.002095,-48.825,143.401,nodc_R5904790_139.nc
"(650, 700]",8.71304,34.59648,2020-09-10 19:39:31.002095104,2020,9,10,19:39:31.002095,-48.825,143.401,nodc_R5904790_139.nc
"(700, 750]",8.41448,34.55128,2020-09-10 19:39:31.002095104,2020,9,10,19:39:31.002095,-48.825,143.401,nodc_R5904790_139.nc
"(750, 800]",8.09116,34.5116,2020-09-10 19:39:31.002095104,2020,9,10,19:39:31.002095,-48.825,143.401,nodc_R5904790_139.nc
"(800, 850]",7.7386003,34.484562,2020-09-10 19:39:31.002095104,2020,9,10,19:39:31.002095,-48.825,143.401,nodc_R5904790_139.nc
"(850, 900]",7.33496,34.46316,2020-09-10 19:39:31.002095104,2020,9,10,19:39:31.002095,-48.825,143.401,nodc_R5904790_139.nc
"(900, 950]",6.9467206,34.440723,2020-09-10 19:39:31.002095104,2020,9,10,19:39:31.002095,-48.825,143.401,nodc_R5904790_139.nc
"(950, 1000]",6.5721765,34.42014,2020-09-10 19:39:31.002095104,2020,9,10,19:39:31.002095,-48.825,143.401,nodc_R5904790_139.nc
"(1000, 1050]",5.798,34.37508,2020-09-10 19:39:31.002095104,2020,9,10,19:39:31.002095,-48.825,143.401,nodc_R5904790_139.nc
"(1050, 1100]",5.319,34.35408,2020-09-10 19:39:31.002095104,2020,9,10,19:39:31.002095,-48.825,143.401,nodc_R5904790_139.nc
"(1100, 1150]",4.984,34.343082,2020-09-10 19:39:31.002095104,2020,9,10,19:39:31.002095,-48.825,143.401,nodc_R5904790_139.nc
"(1150, 1200]",4.592,34.335083,2020-09-10 19:39:31.002095104,2020,9,10,19:39:31.002095,-48.825,143.401,nodc_R5904790_139.nc
"(1200, 1250]",4.224,34.342083,2020-09-10 19:39:31.002095104,2020,9,10,19:39:31.002095,-48.825,143.401,nodc_R5904790_139.nc
"(1250, 1300]",3.99,34.34508,2020-09-10 19:39:31.002095104,2020,9,10,19:39:31.002095,-48.825,143.401,nodc_R5904790_139.nc
"(1300, 1350]",3.7839997,34.364082,2020-09-10 19:39:31.002095104,2020,9,10,19:39:31.002095,-48.825,143.401,nodc_R5904790_139.nc
"(1350, 1400]",3.587,34.38608,2020-09-10 19:39:31.002095104,2020,9,10,19:39:31.002095,-48.825,143.401,nodc_R5904790_139.nc
"(1400, 1450]",3.43,34.40108,2020-09-10 19:39:31.002095104,2020,9,10,19:39:31.002095,-48.825,143.401,nodc_R5904790_139.nc
"(1450, 1500]",3.356,34.42908,2020-09-10 19:39:31.002095104,2020,9,10,19:39:31.002095,-48.825,143.401,nodc_R5904790_139.nc
"(1500, 1550]",3.18,34.44308,2020-09-10 19:39:31.002095104,2020,9,10,19:39:31.002095,-48.825,143.401,nodc_R5904790_139.nc
"(1550, 1600]",3.042,34.46908,2020-09-10 19:39:31.002095104,2020,9,10,19:39:31.002095,-48.825,143.401,nodc_R5904790_139.nc
"(1600, 1650]",2.979,34.49008,2020-09-10 19:39:31.002095104,2020,9,10,19:39:31.002095,-48.825,143.401,nodc_R5904790_139.nc
"(1650, 1700]",2.936,34.509083,2020-09-10 19:39:31.002095104,2020,9,10,19:39:31.002095,-48.825,143.401,nodc_R5904790_139.nc
"(1700, 1750]",2.856,34.536083,2020-09-10 19:39:31.002095104,2020,9,10,19:39:31.002095,-48.825,143.401,nodc_R5904790_139.nc
"(1750, 1800]",2.776,34.559082,2020-09-10 19:39:31.002095104,2020,9,10,19:39:31.002095,-48.825,143.401,nodc_R5904790_139.nc
"(1800, 1850]",2.732,34.57708,2020-09-10 19:39:31.002095104,2020,9,10,19:39:31.002095,-48.825,143.401,nodc_R5904790_139.nc
"(1850, 1900]",2.695,34.59508,2020-09-10 19:39:31.002095104,2020,9,10,19:39:31.002095,-48.825,143.401,nodc_R5904790_139.nc
"(1900, 1950]",2.652,34.61108,2020-09-10 19:39:31.002095104,2020,9,10,19:39:31.002095,-48.825,143.401,nodc_R5904790_139.nc
"(1950, 2000]",2.601,34.62608,2020-09-10 19:39:31.002095104,2020,9,10,19:39:31.002095,-48.825,143.401,nodc_R5904790_139.nc
"(0, 50]",14.401084,35.4575,2020-09-02 14:30:32.001545472,2020,9,2,14:30:32.001545,-35.635,122.203,nodc_R5904791_143.nc
"(50, 100]",14.413719,35.458,2020-09-02 14:30:32.001545472,2020,9,2,14:30:32.001545,-35.635,122.203,nodc_R5904791_143.nc
"(100, 150]",14.42004,35.45756,2020-09-02 14:30:32.001545472,2020,9,2,14:30:32.001545,-35.635,122.203,nodc_R5904791_143.nc
"(150, 200]",14.21528,35.42576,2020-09-02 14:30:32.001545472,2020,9,2,14:30:32.001545,-35.635,122.203,nodc_R5904791_143.nc
"(200, 250]",13.353479,35.331,2020-09-02 14:30:32.001545472,2020,9,2,14:30:32.001545,-35.635,122.203,nodc_R5904791_143.nc
"(250, 300]",12.52956,35.20216,2020-09-02 14:30:32.001545472,2020,9,2,14:30:32.001545,-35.635,122.203,nodc_R5904791_143.nc
"(300, 350]",11.82956,35.11408,2020-09-02 14:30:32.001545472,2020,9,2,14:30:32.001545,-35.635,122.203,nodc_R5904791_143.nc
"(350, 400]",10.85052,34.927082,2020-09-02 14:30:32.001545472,2020,9,2,14:30:32.001545,-35.635,122.203,nodc_R5904791_143.nc
"(400, 450]",10.19492,34.82636,2020-09-02 14:30:32.001545472,2020,9,2,14:30:32.001545,-35.635,122.203,nodc_R5904791_143.nc
"(450, 500]",9.77596,34.77028,2020-09-02 14:30:32.001545472,2020,9,2,14:30:32.001545,-35.635,122.203,nodc_R5904791_143.nc
"(500, 550]",9.54424,34.737923,2020-09-02 14:30:32.001545472,2020,9,2,14:30:32.001545,-35.635,122.203,nodc_R5904791_143.nc
"(550, 600]",9.286119,34.70024,2020-09-02 14:30:32.001545472,2020,9,2,14:30:32.001545,-35.635,122.203,nodc_R5904791_143.nc
"(600, 650]",9.07168,34.66788,2020-09-02 14:30:32.001545472,2020,9,2,14:30:32.001545,-35.635,122.203,nodc_R5904791_143.nc
"(650, 700]",8.78176,34.6266,2020-09-02 14:30:32.001545472,2020,9,2,14:30:32.001545,-35.635,122.203,nodc_R5904791_143.nc
"(700, 750]",8.37632,34.57548,2020-09-02 14:30:32.001545472,2020,9,2,14:30:32.001545,-35.635,122.203,nodc_R5904791_143.nc
"(750, 800]",7.99048,34.53812,2020-09-02 14:30:32.001545472,2020,9,2,14:30:32.001545,-35.635,122.203,nodc_R5904791_143.nc
"(800, 850]",7.44064,34.50212,2020-09-02 14:30:32.001545472,2020,9,2,14:30:32.001545,-35.635,122.203,nodc_R5904791_143.nc
"(850, 900]",6.86792,34.4696,2020-09-02 14:30:32.001545472,2020,9,2,14:30:32.001545,-35.635,122.203,nodc_R5904791_143.nc
"(900, 950]",6.17948,34.440758,2020-09-02 14:30:32.001545472,2020,9,2,14:30:32.001545,-35.635,122.203,nodc_R5904791_143.nc
"(950, 1000]",5.5511875,34.414375,2020-09-02 14:30:32.001545472,2020,9,2,14:30:32.001545,-35.635,122.203,nodc_R5904791_143.nc
"(1000, 1050]",4.656,34.409,2020-09-02 14:30:32.001545472,2020,9,2,14:30:32.001545,-35.635,122.203,nodc_R5904791_143.nc
"(1050, 1100]",4.218,34.421,2020-09-02 14:30:32.001545472,2020,9,2,14:30:32.001545,-35.635,122.203,nodc_R5904791_143.nc
"(1100, 1150]",3.8160002,34.44,2020-09-02 14:30:32.001545472,2020,9,2,14:30:32.001545,-35.635,122.203,nodc_R5904791_143.nc
"(1150, 1200]",3.5759997,34.457,2020-09-02 14:30:32.001545472,2020,9,2,14:30:32.001545,-35.635,122.203,nodc_R5904791_143.nc
"(1200, 1250]",3.341,34.48,2020-09-02 14:30:32.001545472,2020,9,2,14:30:32.001545,-35.635,122.203,nodc_R5904791_143.nc
"(1250, 1300]",3.19,34.5,2020-09-02 14:30:32.001545472,2020,9,2,14:30:32.001545,-35.635,122.203,nodc_R5904791_143.nc
"(1300, 1350]",3.022,34.529,2020-09-02 14:30:32.001545472,2020,9,2,14:30:32.001545,-35.635,122.203,nodc_R5904791_143.nc
"(1350, 1400]",2.931,34.549,2020-09-02 14:30:32.001545472,2020,9,2,14:30:32.001545,-35.635,122.203,nodc_R5904791_143.nc
"(1400, 1450]",2.897,34.559,2020-09-02 14:30:32.001545472,2020,9,2,14:30:32.001545,-35.635,122.203,nodc_R5904791_143.nc
"(1450, 1500]",2.865,34.568,2020-09-02 14:30:32.001545472,2020,9,2,14:30:32.001545,-35.635,122.203,nodc_R5904791_143.nc
"(1500, 1550]",2.829,34.579,2020-09-02 14:30:32.001545472,2020,9,2,14:30:32.001545,-35.635,122.203,nodc_R5904791_143.nc
"(1550, 1600]",2.791,34.591,2020-09-02 14:30:32.001545472,2020,9,2,14:30:32.001545,-35.635,122.203,nodc_R5904791_143.nc
"(1600, 1650]",2.749,34.605,2020-09-02 14:30:32.001545472,2020,9,2,14:30:32.001545,-35.635,122.203,nodc_R5904791_143.nc
"(1650, 1700]",2.716,34.618,2020-09-02 14:30:32.001545472,2020,9,2,14:30:32.001545,-35.635,122.203,nodc_R5904791_143.nc
"(1700, 1750]",2.658,34.641,2020-09-02 14:30:32.001545472,2020,9,2,14:30:32.001545,-35.635,122.203,nodc_R5904791_143.nc
"(1750, 1800]",2.62,34.655,2020-09-02 14:30:32.001545472,2020,9,2,14:30:32.001545,-35.635,122.203,nodc_R5904791_143.nc
"(1800, 1850]",2.581,34.669,2020-09-02 14:30:32.001545472,2020,9,2,14:30:32.001545,-35.635,122.203,nodc_R5904791_143.nc
"(1850, 1900]",2.527,34.684,2020-09-02 14:30:32.001545472,2020,9,2,14:30:32.001545,-35.635,122.203,nodc_R5904791_143.nc
"(1900, 1950]",2.489,34.694,2020-09-02 14:30:32.001545472,2020,9,2,14:30:32.001545,-35.635,122.203,nodc_R5904791_143.nc
"(1950, 2000]",2.424,34.707,2020-09-02 14:30:32.001545472,2020,9,2,14:30:32.001545,-35.635,122.203,nodc_R5904791_143.nc
"(0, 50]",14.460523,35.422,2020-09-12 14:16:29.001525248,2020,9,12,14:16:29.001525,-35.543,121.569,nodc_R5904791_144.nc
"(50, 100]",14.329241,35.41072,2020-09-12 14:16:29.001525248,2020,9,12,14:16:29.001525,-35.543,121.569,nodc_R5904791_144.nc
"(100, 150]",14.17524,35.393322,2020-09-12 14:16:29.001525248,2020,9,12,14:16:29.001525,-35.543,121.569,nodc_R5904791_144.nc
"(150, 200]",13.5375595,35.268158,2020-09-12 14:16:29.001525248,2020,9,12,14:16:29.001525,-35.543,121.569,nodc_R5904791_144.nc
"(200, 250]",12.7488,35.19332,2020-09-12 14:16:29.001525248,2020,9,12,14:16:29.001525,-35.543,121.569,nodc_R5904791_144.nc
"(250, 300]",11.458159,34.99584,2020-09-12 14:16:29.001525248,2020,9,12,14:16:29.001525,-35.543,121.569,nodc_R5904791_144.nc
"(300, 350]",10.867519,34.926163,2020-09-12 14:16:29.001525248,2020,9,12,14:16:29.001525,-35.543,121.569,nodc_R5904791_144.nc
"(350, 400]",10.35632,34.86052,2020-09-12 14:16:29.001525248,2020,9,12,14:16:29.001525,-35.543,121.569,nodc_R5904791_144.nc
